#Postnummer	Sted	Kommunenummer	Kommunenavn	Fylkesnummer	Fylkesnavn
6806	NAUSTDAL	1433	Naustdal	14	Sogn og Fjordane
6807	FØRDE	1432	Førde	14	Sogn og Fjordane
6816	NAUSTDAL	1433	Naustdal	14	Sogn og Fjordane
6817	NAUSTDAL	1433	Naustdal	14	Sogn og Fjordane
6818	HAUKEDALEN	1432	Førde	14	Sogn og Fjordane
6819	HOLSEN	1432	Førde	14	Sogn og Fjordane
6821	SANDANE	1445	Gloppen	14	Sogn og Fjordane
6822	SANDANE	1445	Gloppen	14	Sogn og Fjordane
6823	SANDANE	1445	Gloppen	14	Sogn og Fjordane
6826	BYRKJELO	1445	Gloppen	14	Sogn og Fjordane
6827	BREIM	1445	Gloppen	14	Sogn og Fjordane
6828	HESTENESØYRA	1445	Gloppen	14	Sogn og Fjordane
6829	HYEN	1445	Gloppen	14	Sogn og Fjordane
6841	SKEI I JØLSTER	1431	Jølster	14	Sogn og Fjordane
6843	SKEI I JØLSTER	1431	Jølster	14	Sogn og Fjordane
6847	VASSENDEN	1431	Jølster	14	Sogn og Fjordane
6848	FJÆRLAND	1420	Sogndal	14	Sogn og Fjordane
6851	SOGNDAL	1420	Sogndal	14	Sogn og Fjordane
6852	SOGNDAL	1420	Sogndal	14	Sogn og Fjordane
6853	SOGNDAL	1420	Sogndal	14	Sogn og Fjordane
6854	KAUPANGER	1420	Sogndal	14	Sogn og Fjordane
6855	FRØNNINGEN	1422	Lærdal	14	Sogn og Fjordane
6856	SOGNDAL	1420	Sogndal	14	Sogn og Fjordane
6858	FARDAL	1420	Sogndal	14	Sogn og Fjordane
6859	SLINDE	1420	Sogndal	14	Sogn og Fjordane
6861	LEIKANGER	1419	Leikanger	14	Sogn og Fjordane
6863	LEIKANGER	1419	Leikanger	14	Sogn og Fjordane
6866	GAUPNE	1426	Luster	14	Sogn og Fjordane
6868	GAUPNE	1426	Luster	14	Sogn og Fjordane
6869	HAFSLO	1426	Luster	14	Sogn og Fjordane
6870	ORNES	1426	Luster	14	Sogn og Fjordane
6871	JOSTEDAL	1426	Luster	14	Sogn og Fjordane
6872	LUSTER	1426	Luster	14	Sogn og Fjordane
6873	MARIFJØRA	1426	Luster	14	Sogn og Fjordane
6875	HØYHEIMSVIK	1426	Luster	14	Sogn og Fjordane
6876	SKJOLDEN	1426	Luster	14	Sogn og Fjordane
6877	FORTUN	1426	Luster	14	Sogn og Fjordane
6878	VEITASTROND	1426	Luster	14	Sogn og Fjordane
6879	SOLVORN	1426	Luster	14	Sogn og Fjordane
6881	ÅRDALSTANGEN	1424	Årdal	14	Sogn og Fjordane
6882	ØVRE ÅRDAL	1424	Årdal	14	Sogn og Fjordane
6884	ØVRE ÅRDAL	1424	Årdal	14	Sogn og Fjordane
6885	ÅRDALSTANGEN	1424	Årdal	14	Sogn og Fjordane
6886	LÆRDAL	1422	Lærdal	14	Sogn og Fjordane
6887	LÆRDAL	1422	Lærdal	14	Sogn og Fjordane
6888	BORGUND	1422	Lærdal	14	Sogn og Fjordane
6891	VIK I SOGN	1417	Vik	14	Sogn og Fjordane
6893	VIK I SOGN	1417	Vik	14	Sogn og Fjordane
6894	VANGSNES	1417	Vik	14	Sogn og Fjordane
6895	FEIOS	1417	Vik	14	Sogn og Fjordane
6896	FRESVIK	1417	Vik	14	Sogn og Fjordane
6898	BALESTRAND	1418	Balestrand	14	Sogn og Fjordane
6899	BALESTRAND	1418	Balestrand	14	Sogn og Fjordane
6900	FLORØ	1401	Flora	14	Sogn og Fjordane
6901	FLORØ	1401	Flora	14	Sogn og Fjordane
6902	FLORØ	1401	Flora	14	Sogn og Fjordane
6903	FLORØ	1401	Flora	14	Sogn og Fjordane
6909	FLORØ	1401	Flora	14	Sogn og Fjordane
6912	KINN	1401	Flora	14	Sogn og Fjordane
6914	SVANØYBUKT	1401	Flora	14	Sogn og Fjordane
6915	ROGNALDSVÅG	1401	Flora	14	Sogn og Fjordane
6916	BAREKSTAD	1401	Flora	14	Sogn og Fjordane
6917	BATALDEN	1401	Flora	14	Sogn og Fjordane
6918	SØR-SKORPA	1401	Flora	14	Sogn og Fjordane
6919	TANSØY	1401	Flora	14	Sogn og Fjordane
6921	HARDBAKKE	1412	Solund	14	Sogn og Fjordane
6924	HARDBAKKE	1412	Solund	14	Sogn og Fjordane
6926	KRAKHELLA	1412	Solund	14	Sogn og Fjordane
6927	YTRØYGREND	1412	Solund	14	Sogn og Fjordane
6928	KOLGROV	1412	Solund	14	Sogn og Fjordane
6929	HERSVIKBYGDA	1412	Solund	14	Sogn og Fjordane
6939	STAVANG	1401	Flora	14	Sogn og Fjordane
6940	EIKEFJORD	1401	Flora	14	Sogn og Fjordane
6941	EIKEFJORD	1401	Flora	14	Sogn og Fjordane
6942	SVORTEVIK	1401	Flora	14	Sogn og Fjordane
6944	STAVANG	1401	Flora	14	Sogn og Fjordane
6946	LAVIK	1416	Høyanger	14	Sogn og Fjordane
6947	LAVIK	1416	Høyanger	14	Sogn og Fjordane
6951	LEIRVIK I SOGN	1413	Hyllestad	14	Sogn og Fjordane
6953	LEIRVIK I SOGN	1413	Hyllestad	14	Sogn og Fjordane
6957	HYLLESTAD	1413	Hyllestad	14	Sogn og Fjordane
6958	SØRBØVÅG	1413	Hyllestad	14	Sogn og Fjordane
6961	DALE I SUNNFJORD	1429	Fjaler	14	Sogn og Fjordane
6963	DALE I SUNNFJORD	1429	Fjaler	14	Sogn og Fjordane
6964	KORSSUND	1429	Fjaler	14	Sogn og Fjordane
6966	GUDDAL	1429	Fjaler	14	Sogn og Fjordane
6967	HELLEVIK I FJALER	1429	Fjaler	14	Sogn og Fjordane
6968	FLEKKE	1429	Fjaler	14	Sogn og Fjordane
6969	STRAUMSNES	1429	Fjaler	14	Sogn og Fjordane
6971	SANDE I SUNNFJORD	1430	Gaular	14	Sogn og Fjordane
6973	SANDE I SUNNFJORD	1430	Gaular	14	Sogn og Fjordane
6975	SKILBREI	1430	Gaular	14	Sogn og Fjordane
6977	BYGSTAD	1430	Gaular	14	Sogn og Fjordane
6978	VIKSDALEN	1430	Gaular	14	Sogn og Fjordane
6980	ASKVOLL	1428	Askvoll	14	Sogn og Fjordane
6981	HOLMEDAL	1428	Askvoll	14	Sogn og Fjordane
6982	HOLMEDAL	1428	Askvoll	14	Sogn og Fjordane
6983	KVAMMEN	1428	Askvoll	14	Sogn og Fjordane
6984	STONGFJORDEN	1428	Askvoll	14	Sogn og Fjordane
6985	ATLØY	1428	Askvoll	14	Sogn og Fjordane
6986	VÆRLANDET	1428	Askvoll	14	Sogn og Fjordane
6987	BULANDET	1428	Askvoll	14	Sogn og Fjordane
6988	ASKVOLL	1428	Askvoll	14	Sogn og Fjordane
6991	HØYANGER	1416	Høyanger	14	Sogn og Fjordane
6993	HØYANGER	1416	Høyanger	14	Sogn og Fjordane
6995	KYRKJEBØ	1416	Høyanger	14	Sogn og Fjordane
6996	VADHEIM	1416	Høyanger	14	Sogn og Fjordane
7003	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7004	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7005	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7006	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7007	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7010	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7011	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7012	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7013	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7014	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7015	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7016	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7018	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7019	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7020	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7021	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7022	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7023	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7024	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7025	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7026	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7027	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7028	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7029	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7030	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7031	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7032	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7033	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7034	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7036	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7037	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7038	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7039	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7040	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7041	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7042	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7043	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7044	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7045	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7046	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7047	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7048	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7049	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7050	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7051	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7052	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7053	RANHEIM	1601	Trondheim	16	Sør-Trøndelag
7054	RANHEIM	1601	Trondheim	16	Sør-Trøndelag
7056	RANHEIM	1601	Trondheim	16	Sør-Trøndelag
7057	JONSVATNET	1601	Trondheim	16	Sør-Trøndelag
7058	JAKOBSLI	1601	Trondheim	16	Sør-Trøndelag
7059	JAKOBSLI	1601	Trondheim	16	Sør-Trøndelag
7070	BOSBERG	1601	Trondheim	16	Sør-Trøndelag
7072	HEIMDAL	1601	Trondheim	16	Sør-Trøndelag
7074	SPONGDAL	1601	Trondheim	16	Sør-Trøndelag
7075	TILLER	1601	Trondheim	16	Sør-Trøndelag
7078	SAUPSTAD	1601	Trondheim	16	Sør-Trøndelag
7079	FLATÅSEN	1601	Trondheim	16	Sør-Trøndelag
7080	HEIMDAL	1601	Trondheim	16	Sør-Trøndelag
7081	SJETNEMARKA	1601	Trondheim	16	Sør-Trøndelag
7082	KATTEM	1601	Trondheim	16	Sør-Trøndelag
7083	LEINSTRAND	1601	Trondheim	16	Sør-Trøndelag
7088	HEIMDAL	1601	Trondheim	16	Sør-Trøndelag
7089	HEIMDAL	1601	Trondheim	16	Sør-Trøndelag
7091	TILLER	1601	Trondheim	16	Sør-Trøndelag
7092	TILLER	1601	Trondheim	16	Sør-Trøndelag
7097	SAUPSTAD	1601	Trondheim	16	Sør-Trøndelag
7098	SAUPSTAD	1601	Trondheim	16	Sør-Trøndelag
7099	FLATÅSEN	1601	Trondheim	16	Sør-Trøndelag
7100	RISSA	1624	Rissa	16	Sør-Trøndelag
7101	RISSA	1624	Rissa	16	Sør-Trøndelag
7105	STADSBYGD	1624	Rissa	16	Sør-Trøndelag
7110	FEVÅG	1624	Rissa	16	Sør-Trøndelag
7112	HASSELVIKA	1624	Rissa	16	Sør-Trøndelag
7113	HUSBYSJØEN	1624	Rissa	16	Sør-Trøndelag
7114	RÅKVÅG	1624	Rissa	16	Sør-Trøndelag
7119	STADSBYGD	1624	Rissa	16	Sør-Trøndelag
7120	LEKSVIK	1718	Leksvik	17	Nord-Trøndelag
7121	LEKSVIK	1718	Leksvik	17	Nord-Trøndelag
7125	VANVIKAN	1718	Leksvik	17	Nord-Trøndelag
7126	VANVIKAN	1718	Leksvik	17	Nord-Trøndelag
7127	OPPHAUG	1621	Ørland	16	Sør-Trøndelag
7128	UTHAUG	1621	Ørland	16	Sør-Trøndelag
7129	BREKSTAD	1621	Ørland	16	Sør-Trøndelag
7130	BREKSTAD	1621	Ørland	16	Sør-Trøndelag
7140	OPPHAUG	1621	Ørland	16	Sør-Trøndelag
7142	UTHAUG	1621	Ørland	16	Sør-Trøndelag
7150	STORFOSNA	1621	Ørland	16	Sør-Trøndelag
7152	KRÅKVÅG	1621	Ørland	16	Sør-Trøndelag
7153	GARTEN	1621	Ørland	16	Sør-Trøndelag
7156	LEKSA	1622	Agdenes	16	Sør-Trøndelag
7159	BJUGN	1627	Bjugn	16	Sør-Trøndelag
7160	BJUGN	1627	Bjugn	16	Sør-Trøndelag
7165	OKSVOLL	1627	Bjugn	16	Sør-Trøndelag
7166	TARVA	1627	Bjugn	16	Sør-Trøndelag
7167	VALLERSUND	1627	Bjugn	16	Sør-Trøndelag
7168	LYSØYSUNDET	1627	Bjugn	16	Sør-Trøndelag
7169	ÅFJORD	1630	Åfjord	16	Sør-Trøndelag
7170	ÅFJORD	1630	Åfjord	16	Sør-Trøndelag
7176	LINESØYA	1630	Åfjord	16	Sør-Trøndelag
7177	REVSNES	1630	Åfjord	16	Sør-Trøndelag
7178	STOKKØY	1630	Åfjord	16	Sør-Trøndelag
7180	ROAN	1632	Roan	16	Sør-Trøndelag
7190	BESSAKER	1632	Roan	16	Sør-Trøndelag
7194	BRANDSFJORD	1632	Roan	16	Sør-Trøndelag
7200	KYRKSÆTERØRA	1612	Hemne	16	Sør-Trøndelag
7201	KYRKSÆTERØRA	1612	Hemne	16	Sør-Trøndelag
7203	VINJEØRA	1612	Hemne	16	Sør-Trøndelag
7206	HELLANDSJØEN	1612	Hemne	16	Sør-Trøndelag
7211	KORSVEGEN	1653	Melhus	16	Sør-Trøndelag
7212	KORSVEGEN	1653	Melhus	16	Sør-Trøndelag
7213	GÅSBAKKEN	1653	Melhus	16	Sør-Trøndelag
7221	MELHUS	1653	Melhus	16	Sør-Trøndelag
7223	MELHUS	1653	Melhus	16	Sør-Trøndelag
7224	MELHUS	1653	Melhus	16	Sør-Trøndelag
7227	GIMSE	1653	Melhus	16	Sør-Trøndelag
7228	KVÅL	1653	Melhus	16	Sør-Trøndelag
7231	LUNDAMO	1653	Melhus	16	Sør-Trøndelag
7232	LUNDAMO	1653	Melhus	16	Sør-Trøndelag
7234	LER	1653	Melhus	16	Sør-Trøndelag
7235	LER	1653	Melhus	16	Sør-Trøndelag
7236	HOVIN I GAULDAL	1653	Melhus	16	Sør-Trøndelag
7238	HOVIN I GAULDAL	1653	Melhus	16	Sør-Trøndelag
7239	HITRA	1617	Hitra	16	Sør-Trøndelag
7240	HITRA	1617	Hitra	16	Sør-Trøndelag
7241	ANSNES	1617	Hitra	16	Sør-Trøndelag
7242	KNARRLAGSUND	1617	Hitra	16	Sør-Trøndelag
7243	KVENVÆR	1617	Hitra	16	Sør-Trøndelag
7246	SANDSTAD	1617	Hitra	16	Sør-Trøndelag
7247	HESTVIKA	1617	Hitra	16	Sør-Trøndelag
7250	MELANDSJØ	1617	Hitra	16	Sør-Trøndelag
7252	DOLMØY	1617	Hitra	16	Sør-Trøndelag
7255	SUNDLANDET	1613	Snillfjord	16	Sør-Trøndelag
7256	HEMNSKJELA	1613	Snillfjord	16	Sør-Trøndelag
7257	SNILLFJORD	1613	Snillfjord	16	Sør-Trøndelag
7259	SNILLFJORD	1613	Snillfjord	16	Sør-Trøndelag
7260	SISTRANDA	1620	Frøya	16	Sør-Trøndelag
7261	SISTRANDA	1620	Frøya	16	Sør-Trøndelag
7263	HAMARVIK	1620	Frøya	16	Sør-Trøndelag
7264	HAMARVIK	1620	Frøya	16	Sør-Trøndelag
7266	KVERVA	1620	Frøya	16	Sør-Trøndelag
7268	TITRAN	1620	Frøya	16	Sør-Trøndelag
7270	DYRVIK	1620	Frøya	16	Sør-Trøndelag
7273	NORDDYRØY	1620	Frøya	16	Sør-Trøndelag
7280	SULA	1620	Frøya	16	Sør-Trøndelag
7282	BOGØYVÆR	1620	Frøya	16	Sør-Trøndelag
7284	MAUSUND	1620	Frøya	16	Sør-Trøndelag
7285	GJÆSINGEN	1620	Frøya	16	Sør-Trøndelag
7286	SØRBURØY	1620	Frøya	16	Sør-Trøndelag
7287	SAUØY	1620	Frøya	16	Sør-Trøndelag
7288	SOKNEDAL	1648	Midtre Gauldal	16	Sør-Trøndelag
7289	SOKNEDAL	1648	Midtre Gauldal	16	Sør-Trøndelag
7290	STØREN	1648	Midtre Gauldal	16	Sør-Trøndelag
7291	STØREN	1648	Midtre Gauldal	16	Sør-Trøndelag
7295	ROGNES	1648	Midtre Gauldal	16	Sør-Trøndelag
7298	BUDALEN	1648	Midtre Gauldal	16	Sør-Trøndelag
7300	ORKANGER	1638	Orkdal	16	Sør-Trøndelag
7301	ORKANGER	1638	Orkdal	16	Sør-Trøndelag
7302	ORKANGER	1638	Orkdal	16	Sør-Trøndelag
7310	GJØLME	1638	Orkdal	16	Sør-Trøndelag
7315	LENSVIK	1622	Agdenes	16	Sør-Trøndelag
7316	LENSVIK	1622	Agdenes	16	Sør-Trøndelag
7318	AGDENES	1622	Agdenes	16	Sør-Trøndelag
7319	AGDENES	1622	Agdenes	16	Sør-Trøndelag
7320	FANNREM	1638	Orkdal	16	Sør-Trøndelag
7321	FANNREM	1638	Orkdal	16	Sør-Trøndelag
7327	SVORKMO	1638	Orkdal	16	Sør-Trøndelag
7329	SVORKMO	1638	Orkdal	16	Sør-Trøndelag
7331	LØKKEN VERK	1636	Meldal	16	Sør-Trøndelag
7332	LØKKEN VERK	1636	Meldal	16	Sør-Trøndelag
7333	STORÅS	1636	Meldal	16	Sør-Trøndelag
7334	STORÅS	1636	Meldal	16	Sør-Trøndelag
7335	JERPSTAD	1636	Meldal	16	Sør-Trøndelag
7336	MELDAL	1636	Meldal	16	Sør-Trøndelag
7338	MELDAL	1636	Meldal	16	Sør-Trøndelag
7340	OPPDAL	1634	Oppdal	16	Sør-Trøndelag
7341	OPPDAL	1634	Oppdal	16	Sør-Trøndelag
7342	LØNSET	1634	Oppdal	16	Sør-Trøndelag
7343	VOGNILL	1634	Oppdal	16	Sør-Trøndelag
7345	DRIVA	1634	Oppdal	16	Sør-Trøndelag
7350	BUVIKA	1657	Skaun	16	Sør-Trøndelag
7351	BUVIKA	1657	Skaun	16	Sør-Trøndelag
7353	BØRSA	1657	Skaun	16	Sør-Trøndelag
7354	VIGGJA	1657	Skaun	16	Sør-Trøndelag
7355	EGGKLEIVA	1657	Skaun	16	Sør-Trøndelag
7357	SKAUN	1657	Skaun	16	Sør-Trøndelag
7358	BØRSA	1657	Skaun	16	Sør-Trøndelag
7361	RØROS	1640	Røros	16	Sør-Trøndelag
7370	BREKKEBYGD	1640	Røros	16	Sør-Trøndelag
7372	GLÅMOS	1640	Røros	16	Sør-Trøndelag
7374	RØROS	1640	Røros	16	Sør-Trøndelag
7380	ÅLEN	1644	Holtålen	16	Sør-Trøndelag
7383	HALTDALEN	1644	Holtålen	16	Sør-Trøndelag
7384	ÅLEN	1644	Holtålen	16	Sør-Trøndelag
7386	SINGSÅS	1648	Midtre Gauldal	16	Sør-Trøndelag
7387	SINGSÅS	1648	Midtre Gauldal	16	Sør-Trøndelag
7391	RENNEBU	1635	Rennebu	16	Sør-Trøndelag
7392	RENNEBU	1635	Rennebu	16	Sør-Trøndelag
7393	RENNEBU	1635	Rennebu	16	Sør-Trøndelag
7397	RENNEBU	1635	Rennebu	16	Sør-Trøndelag
7398	RENNEBU	1635	Rennebu	16	Sør-Trøndelag
7399	RENNEBU	1635	Rennebu	16	Sør-Trøndelag
7400	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7401	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7402	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7403	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7404	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7405	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7406	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7407	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7408	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7409	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7410	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7411	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7412	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7413	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7414	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7415	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7416	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7417	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7418	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7419	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7420	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7421	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7422	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7424	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7425	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7426	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7427	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7428	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7429	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7430	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7431	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7432	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7433	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7434	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7435	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7436	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7437	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7438	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7439	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7440	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7441	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7442	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7443	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7444	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7445	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7446	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7447	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7448	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7449	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7450	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7451	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7452	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7453	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7454	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7455	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7456	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7457	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7458	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7459	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7461	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7462	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7465	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7466	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7467	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7468	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7469	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7470	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7472	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7473	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7474	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7475	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7476	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7477	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7478	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7479	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7480	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7481	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7482	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7483	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7484	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7485	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7486	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7487	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7488	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7489	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7490	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7491	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7492	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7493	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7494	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7495	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7496	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7497	TRONDHEIM	1601	Trondheim	16	Sør-Trøndelag
7500	STJØRDAL	1714	Stjørdal	17	Nord-Trøndelag
7501	STJØRDAL	1714	Stjørdal	17	Nord-Trøndelag
7508	STJØRDAL	1714	Stjørdal	17	Nord-Trøndelag
7510	SKATVAL	1714	Stjørdal	17	Nord-Trøndelag
7517	HELL	1714	Stjørdal	17	Nord-Trøndelag
7519	ELVARLI	1714	Stjørdal	17	Nord-Trøndelag
7520	HEGRA	1714	Stjørdal	17	Nord-Trøndelag
7525	FLORNES	1714	Stjørdal	17	Nord-Trøndelag
7529	HEGRA	1714	Stjørdal	17	Nord-Trøndelag
7530	MERÅKER	1711	Meråker	17	Nord-Trøndelag
7531	MERÅKER	1711	Meråker	17	Nord-Trøndelag
7533	KOPPERÅ	1711	Meråker	17	Nord-Trøndelag
7540	KLÆBU	1662	Klæbu	16	Sør-Trøndelag
7541	KLÆBU	1662	Klæbu	16	Sør-Trøndelag
7549	TANEM	1662	Klæbu	16	Sør-Trøndelag
7550	HOMMELVIK	1663	Malvik	16	Sør-Trøndelag
7551	HOMMELVIK	1663	Malvik	16	Sør-Trøndelag
7560	VIKHAMMER	1663	Malvik	16	Sør-Trøndelag
7562	HUNDHAMAREN	1663	Malvik	16	Sør-Trøndelag
7563	MALVIK	1663	Malvik	16	Sør-Trøndelag
7566	VIKHAMMER	1663	Malvik	16	Sør-Trøndelag
7570	HELL	1714	Stjørdal	17	Nord-Trøndelag
