#Postnummer	Sted	Kommunenummer	Kommunenavn	Fylkesnummer	Fylkesnavn
5777	GRIMO	1231	Ullensvang herad	12	Hordaland
5778	UTNE	1231	Ullensvang herad	12	Hordaland
5779	UTNE	1231	Ullensvang herad	12	Hordaland
5780	KINSARVIK	1231	Ullensvang herad	12	Hordaland
5781	LOFTHUS	1231	Ullensvang herad	12	Hordaland
5782	KINSARVIK	1231	Ullensvang herad	12	Hordaland
5783	EIDFJORD	1232	Eidfjord	12	Hordaland
5784	ØVRE EIDFJORD	1232	Eidfjord	12	Hordaland
5785	VØRINGSFOSS	1232	Eidfjord	12	Hordaland
5786	EIDFJORD	1232	Eidfjord	12	Hordaland
5787	LOFTHUS	1231	Ullensvang herad	12	Hordaland
5788	KINSARVIK	1231	Ullensvang herad	12	Hordaland
5803	BERGEN	1201	Bergen	12	Hordaland
5804	BERGEN	1201	Bergen	12	Hordaland
5805	BERGEN	1201	Bergen	12	Hordaland
5806	BERGEN	1201	Bergen	12	Hordaland
5807	BERGEN	1201	Bergen	12	Hordaland
5808	BERGEN	1201	Bergen	12	Hordaland
5809	BERGEN	1201	Bergen	12	Hordaland
5811	BERGEN	1201	Bergen	12	Hordaland
5812	BERGEN	1201	Bergen	12	Hordaland
5815	BERGEN	1201	Bergen	12	Hordaland
5816	BERGEN	1201	Bergen	12	Hordaland
5817	BERGEN	1201	Bergen	12	Hordaland
5818	BERGEN	1201	Bergen	12	Hordaland
5819	BERGEN	1201	Bergen	12	Hordaland
5821	BERGEN	1201	Bergen	12	Hordaland
5822	BERGEN	1201	Bergen	12	Hordaland
5824	BERGEN	1201	Bergen	12	Hordaland
5825	BERGEN	1201	Bergen	12	Hordaland
5828	BERGEN	1201	Bergen	12	Hordaland
5829	BERGEN	1201	Bergen	12	Hordaland
5831	BERGEN	1201	Bergen	12	Hordaland
5835	BERGEN	1201	Bergen	12	Hordaland
5836	BERGEN	1201	Bergen	12	Hordaland
5838	BERGEN	1201	Bergen	12	Hordaland
5841	BERGEN	1201	Bergen	12	Hordaland
5845	BERGEN	1201	Bergen	12	Hordaland
5847	BERGEN	1201	Bergen	12	Hordaland
5848	BERGEN	1201	Bergen	12	Hordaland
5849	BERGEN	1201	Bergen	12	Hordaland
5851	BERGEN	1201	Bergen	12	Hordaland
5852	BERGEN	1201	Bergen	12	Hordaland
5853	BERGEN	1201	Bergen	12	Hordaland
5854	BERGEN	1201	Bergen	12	Hordaland
5857	BERGEN	1201	Bergen	12	Hordaland
5858	BERGEN	1201	Bergen	12	Hordaland
5859	BERGEN	1201	Bergen	12	Hordaland
5861	BERGEN	1201	Bergen	12	Hordaland
5862	BERGEN	1201	Bergen	12	Hordaland
5863	BERGEN	1201	Bergen	12	Hordaland
5864	BERGEN	1201	Bergen	12	Hordaland
5868	BERGEN	1201	Bergen	12	Hordaland
5869	BERGEN	1201	Bergen	12	Hordaland
5871	BERGEN	1201	Bergen	12	Hordaland
5872	BERGEN	1201	Bergen	12	Hordaland
5873	BERGEN	1201	Bergen	12	Hordaland
5876	BERGEN	1201	Bergen	12	Hordaland
5877	BERGEN	1201	Bergen	12	Hordaland
5878	BERGEN	1201	Bergen	12	Hordaland
5879	BERGEN	1201	Bergen	12	Hordaland
5881	BERGEN	1201	Bergen	12	Hordaland
5882	BERGEN	1201	Bergen	12	Hordaland
5883	BERGEN	1201	Bergen	12	Hordaland
5884	BERGEN	1201	Bergen	12	Hordaland
5886	BERGEN	1201	Bergen	12	Hordaland
5887	BERGEN	1201	Bergen	12	Hordaland
5888	BERGEN	1201	Bergen	12	Hordaland
5889	BERGEN	1201	Bergen	12	Hordaland
5892	BERGEN	1201	Bergen	12	Hordaland
5893	BERGEN	1201	Bergen	12	Hordaland
5895	BERGEN	1201	Bergen	12	Hordaland
5896	BERGEN	1201	Bergen	12	Hordaland
5899	BERGEN	1201	Bergen	12	Hordaland
5902	ISDALSTØ	1263	Lindås	12	Hordaland
5903	ISDALSTØ	1263	Lindås	12	Hordaland
5904	ISDALSTØ	1263	Lindås	12	Hordaland
5906	FREKHAUG	1256	Meland	12	Hordaland
5907	ALVERSUND	1263	Lindås	12	Hordaland
5908	ISDALSTØ	1263	Lindås	12	Hordaland
5911	ALVERSUND	1263	Lindås	12	Hordaland
5912	SEIM	1263	Lindås	12	Hordaland
5913	EIKANGERVÅG	1263	Lindås	12	Hordaland
5914	ISDALSTØ	1263	Lindås	12	Hordaland
5915	HJELMÅS	1263	Lindås	12	Hordaland
5916	ISDALSTØ	1263	Lindås	12	Hordaland
5917	ROSSLAND	1256	Meland	12	Hordaland
5918	FREKHAUG	1256	Meland	12	Hordaland
5931	MANGER	1260	Radøy	12	Hordaland
5936	MANGER	1260	Radøy	12	Hordaland
5937	BØVÅGEN	1260	Radøy	12	Hordaland
5938	SÆBØVÅGEN	1260	Radøy	12	Hordaland
5939	SLETTA	1260	Radøy	12	Hordaland
5941	AUSTRHEIM	1264	Austrheim	12	Hordaland
5943	AUSTRHEIM	1264	Austrheim	12	Hordaland
5947	FEDJE	1265	Fedje	12	Hordaland
5948	FEDJE	1265	Fedje	12	Hordaland
5951	LINDÅS	1263	Lindås	12	Hordaland
5953	FONNES	1264	Austrheim	12	Hordaland
5954	MONGSTAD	1263	Lindås	12	Hordaland
5955	LINDÅS	1263	Lindås	12	Hordaland
5956	VÅGSEIDET	1263	Lindås	12	Hordaland
5957	MYKING	1263	Lindås	12	Hordaland
5960	DALSØYRA	1411	Gulen	14	Sogn og Fjordane
5961	BREKKE	1411	Gulen	14	Sogn og Fjordane
5962	BJORDAL	1416	Høyanger	14	Sogn og Fjordane
5966	EIVINDVIK	1411	Gulen	14	Sogn og Fjordane
5967	EIVINDVIK	1411	Gulen	14	Sogn og Fjordane
5970	BYRKNESØY	1411	Gulen	14	Sogn og Fjordane
5977	ÅNNELAND	1411	Gulen	14	Sogn og Fjordane
5978	MJØMNA	1411	Gulen	14	Sogn og Fjordane
5979	BYRKNESØY	1411	Gulen	14	Sogn og Fjordane
5981	MASFJORDNES	1266	Masfjorden	12	Hordaland
5983	HAUGSVÆR	1266	Masfjorden	12	Hordaland
5984	MATREDAL	1266	Masfjorden	12	Hordaland
5986	HOSTELAND	1266	Masfjorden	12	Hordaland
5987	HOSTELAND	1266	Masfjorden	12	Hordaland
5991	OSTEREIDET	1263	Lindås	12	Hordaland
5993	OSTEREIDET	1263	Lindås	12	Hordaland
5994	VIKANES	1263	Lindås	12	Hordaland
6001	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6002	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6003	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6004	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6005	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6006	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6007	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6008	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6009	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6010	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6011	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6012	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6013	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6014	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6014	ÅLESUND	1505	Kristiansund	15	Møre og Romsdal
6015	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6016	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6017	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6018	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6019	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6020	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6021	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6022	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6023	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6024	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6025	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6026	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6028	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6030	LANGEVÅG	1531	Sula	15	Møre og Romsdal
6035	FISKARSTRAND	1531	Sula	15	Møre og Romsdal
6036	MAUSEIDVÅG	1531	Sula	15	Møre og Romsdal
6037	EIDSNES	1531	Sula	15	Møre og Romsdal
6038	FISKARSTRAND	1531	Sula	15	Møre og Romsdal
6039	LANGEVÅG	1531	Sula	15	Møre og Romsdal
6040	VIGRA	1532	Giske	15	Møre og Romsdal
6045	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6046	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6047	ÅLESUND	1504	Ålesund	15	Møre og Romsdal
6050	VALDERØYA	1532	Giske	15	Møre og Romsdal
6051	VALDERØYA	1532	Giske	15	Møre og Romsdal
6052	GISKE	1532	Giske	15	Møre og Romsdal
6055	GODØYA	1532	Giske	15	Møre og Romsdal
6057	ELLINGSØY	1504	Ålesund	15	Møre og Romsdal
6058	VALDERØYA	1532	Giske	15	Møre og Romsdal
6059	VIGRA	1532	Giske	15	Møre og Romsdal
6060	HAREID	1517	Hareid	15	Møre og Romsdal
6062	BRANDAL	1517	Hareid	15	Møre og Romsdal
6063	HJØRUNGAVÅG	1517	Hareid	15	Møre og Romsdal
6064	HADDAL	1516	Ulstein	15	Møre og Romsdal
6065	ULSTEINVIK	1516	Ulstein	15	Møre og Romsdal
6067	ULSTEINVIK	1516	Ulstein	15	Møre og Romsdal
6068	EIKSUND	1516	Ulstein	15	Møre og Romsdal
6069	HAREID	1517	Hareid	15	Møre og Romsdal
6070	TJØRVÅG	1515	Herøy	15	Møre og Romsdal
6076	MOLTUSTRANDA	1515	Herøy	15	Møre og Romsdal
6080	GURSKØY	1515	Herøy	15	Møre og Romsdal
6082	GURSKEN	1514	Sande	15	Møre og Romsdal
6083	GJERDSVIKA	1514	Sande	15	Møre og Romsdal
6084	LARSNES	1514	Sande	15	Møre og Romsdal
6085	LARSNES	1514	Sande	15	Møre og Romsdal
6087	KVAMSØY	1514	Sande	15	Møre og Romsdal
6089	SANDSHAMN	1514	Sande	15	Møre og Romsdal
6090	FOSNAVÅG	1515	Herøy	15	Møre og Romsdal
6091	FOSNAVÅG	1515	Herøy	15	Møre og Romsdal
6092	FOSNAVÅG	1515	Herøy	15	Møre og Romsdal
6094	LEINØY	1515	Herøy	15	Møre og Romsdal
6095	BØLANDET	1515	Herøy	15	Møre og Romsdal
6096	RUNDE	1515	Herøy	15	Møre og Romsdal
6098	NERLANDSØY	1515	Herøy	15	Møre og Romsdal
6099	FOSNAVÅG	1515	Herøy	15	Møre og Romsdal
6100	VOLDA	1519	Volda	15	Møre og Romsdal
6101	VOLDA	1519	Volda	15	Møre og Romsdal
6110	AUSTEFJORDEN	1519	Volda	15	Møre og Romsdal
6120	FOLKESTAD	1519	Volda	15	Møre og Romsdal
6133	LAUVSTAD	1519	Volda	15	Møre og Romsdal
6139	FISKÅBYGD	1511	Vanylven	15	Møre og Romsdal
6140	SYVDE	1511	Vanylven	15	Møre og Romsdal
6141	ROVDE	1511	Vanylven	15	Møre og Romsdal
6142	EIDSÅ	1511	Vanylven	15	Møre og Romsdal
6143	FISKÅBYGD	1511	Vanylven	15	Møre og Romsdal
6144	SYLTE	1511	Vanylven	15	Møre og Romsdal
6146	ÅHEIM	1511	Vanylven	15	Møre og Romsdal
6149	ÅRAM	1511	Vanylven	15	Møre og Romsdal
6150	ØRSTA	1520	Ørsta	15	Møre og Romsdal
6151	ØRSTA	1520	Ørsta	15	Møre og Romsdal
6160	HOVDEBYGDA	1520	Ørsta	15	Møre og Romsdal
6161	HOVDEBYGDA	1520	Ørsta	15	Møre og Romsdal
6165	SÆBØ	1520	Ørsta	15	Møre og Romsdal
6166	SÆBØ	1520	Ørsta	15	Møre og Romsdal
6170	VARTDAL	1520	Ørsta	15	Møre og Romsdal
6174	BARSTADVIK	1520	Ørsta	15	Møre og Romsdal
6183	TRANDAL	1520	Ørsta	15	Møre og Romsdal
6184	STORESTANDAL	1520	Ørsta	15	Møre og Romsdal
6190	BJØRKE	1520	Ørsta	15	Møre og Romsdal
6196	NORANGSFJORDEN	1520	Ørsta	15	Møre og Romsdal
6200	STRANDA	1525	Stranda	15	Møre og Romsdal
6201	STRANDA	1525	Stranda	15	Møre og Romsdal
6210	VALLDAL	1524	Norddal	15	Møre og Romsdal
6211	VALLDAL	1524	Norddal	15	Møre og Romsdal
6212	LIABYGDA	1525	Stranda	15	Møre og Romsdal
6213	TAFJORD	1524	Norddal	15	Møre og Romsdal
6214	NORDDAL	1524	Norddal	15	Møre og Romsdal
6215	EIDSDAL	1524	Norddal	15	Møre og Romsdal
6216	GEIRANGER	1525	Stranda	15	Møre og Romsdal
6218	HELLESYLT	1525	Stranda	15	Møre og Romsdal
6220	STRAUMGJERDE	1528	Sykkylven	15	Møre og Romsdal
6222	IKORNNES	1528	Sykkylven	15	Møre og Romsdal
6224	HUNDEIDVIK	1528	Sykkylven	15	Møre og Romsdal
6230	SYKKYLVEN	1528	Sykkylven	15	Møre og Romsdal
6238	STRAUMGJERDE	1528	Sykkylven	15	Møre og Romsdal
6239	SYKKYLVEN	1528	Sykkylven	15	Møre og Romsdal
6240	ØRSKOG	1523	Ørskog	15	Møre og Romsdal
6249	ØRSKOG	1523	Ørskog	15	Møre og Romsdal
6250	STORDAL	1526	Stordal	15	Møre og Romsdal
6259	STORDAL	1526	Stordal	15	Møre og Romsdal
6260	SKODJE	1529	Skodje	15	Møre og Romsdal
6263	SKODJE	1529	Skodje	15	Møre og Romsdal
6264	TENNFJORD	1534	Haram	15	Møre og Romsdal
6265	VATNE	1534	Haram	15	Møre og Romsdal
6270	BRATTVÅG	1534	Haram	15	Møre og Romsdal
6272	HILDRE	1534	Haram	15	Møre og Romsdal
6280	SØVIK	1534	Haram	15	Møre og Romsdal
6281	SØVIK	1534	Haram	15	Møre og Romsdal
6282	BRATTVÅG	1534	Haram	15	Møre og Romsdal
6283	VATNE	1534	Haram	15	Møre og Romsdal
6285	STOREKALVØY	1534	Haram	15	Møre og Romsdal
6290	HARAMSØY	1534	Haram	15	Møre og Romsdal
6292	KJERSTAD	1534	Haram	15	Møre og Romsdal
6293	LONGVA	1534	Haram	15	Møre og Romsdal
6294	FJØRTOFT	1534	Haram	15	Møre og Romsdal
6300	ÅNDALSNES	1539	Rauma	15	Møre og Romsdal
6301	ÅNDALSNES	1539	Rauma	15	Møre og Romsdal
6310	VEBLUNGSNES	1539	Rauma	15	Møre og Romsdal
6315	INNFJORDEN	1539	Rauma	15	Møre og Romsdal
6320	ISFJORDEN	1539	Rauma	15	Møre og Romsdal
6330	VERMA	1539	Rauma	15	Møre og Romsdal
6339	ISFJORDEN	1539	Rauma	15	Møre og Romsdal
6350	EIDSBYGDA	1539	Rauma	15	Møre og Romsdal
6360	ÅFARNES	1539	Rauma	15	Møre og Romsdal
6363	MITTET	1539	Rauma	15	Møre og Romsdal
6364	VISTDAL	1543	Nesset	15	Møre og Romsdal
6386	MÅNDALEN	1539	Rauma	15	Møre og Romsdal
6387	VÅGSTRANDA	1539	Rauma	15	Møre og Romsdal
6390	VESTNES	1535	Vestnes	15	Møre og Romsdal
6391	TRESFJORD	1535	Vestnes	15	Møre og Romsdal
6392	VIKEBUKT	1535	Vestnes	15	Møre og Romsdal
6393	TOMREFJORD	1535	Vestnes	15	Møre og Romsdal
6394	FIKSDAL	1535	Vestnes	15	Møre og Romsdal
6395	REKDAL	1535	Vestnes	15	Møre og Romsdal
6396	VIKEBUKT	1535	Vestnes	15	Møre og Romsdal
6397	TRESFJORD	1535	Vestnes	15	Møre og Romsdal
6398	TOMREFJORD	1535	Vestnes	15	Møre og Romsdal
6399	VESTNES	1535	Vestnes	15	Møre og Romsdal
6401	MOLDE	1502	Molde	15	Møre og Romsdal
6402	MOLDE	1502	Molde	15	Møre og Romsdal
6403	MOLDE	1502	Molde	15	Møre og Romsdal
6404	MOLDE	1502	Molde	15	Møre og Romsdal
6405	MOLDE	1502	Molde	15	Møre og Romsdal
6405	MOLDE	1504	Ålesund	15	Møre og Romsdal
6407	MOLDE	1502	Molde	15	Møre og Romsdal
6408	AUREOSEN	1548	Fræna	15	Møre og Romsdal
6409	MOLDE	1502	Molde	15	Møre og Romsdal
6409	MOLDE	1547	Aukra	15	Møre og Romsdal
6409	MOLDE	1548	Fræna	15	Møre og Romsdal
6410	MOLDE	1502	Molde	15	Møre og Romsdal
6411	MOLDE	1502	Molde	15	Møre og Romsdal
6412	MOLDE	1502	Molde	15	Møre og Romsdal
6413	MOLDE	1502	Molde	15	Møre og Romsdal
6414	MOLDE	1502	Molde	15	Møre og Romsdal
6415	MOLDE	1502	Molde	15	Møre og Romsdal
6416	MOLDE	1502	Molde	15	Møre og Romsdal
6418	SEKKEN	1502	Molde	15	Møre og Romsdal
6419	MOLDE	1502	Molde	15	Møre og Romsdal
6421	MOLDE	1502	Molde	15	Møre og Romsdal
6422	MOLDE	1502	Molde	15	Møre og Romsdal
6425	MOLDE	1502	Molde	15	Møre og Romsdal
6429	MOLDE	1502	Molde	15	Møre og Romsdal
6430	BUD	1548	Fræna	15	Møre og Romsdal
6431	BUD	1548	Fræna	15	Møre og Romsdal
6433	HUSTAD	1548	Fræna	15	Møre og Romsdal
6440	ELNESVÅGEN	1548	Fræna	15	Møre og Romsdal
6443	TORNES I ROMSDAL	1548	Fræna	15	Møre og Romsdal
6444	FARSTAD	1548	Fræna	15	Møre og Romsdal
6445	MALMEFJORDEN	1548	Fræna	15	Møre og Romsdal
6447	ELNESVÅGEN	1548	Fræna	15	Møre og Romsdal
6450	HJELSET	1502	Molde	15	Møre og Romsdal
6453	KLEIVE	1502	Molde	15	Møre og Romsdal
6454	HJELSET	1502	Molde	15	Møre og Romsdal
6455	KORTGARDEN	1502	Molde	15	Møre og Romsdal
6456	SKÅLA	1502	Molde	15	Møre og Romsdal
6457	BOLSØYA	1502	Molde	15	Møre og Romsdal
6460	EIDSVÅG I ROMSDAL	1543	Nesset	15	Møre og Romsdal
6461	EIDSVÅG I ROMSDAL	1543	Nesset	15	Møre og Romsdal
6462	RAUDSAND	1543	Nesset	15	Møre og Romsdal
6470	ERESFJORD	1543	Nesset	15	Møre og Romsdal
6472	EIKESDAL	1543	Nesset	15	Møre og Romsdal
6475	MIDSUND	1545	Midsund	15	Møre og Romsdal
6476	MIDSUND	1545	Midsund	15	Møre og Romsdal
6480	AUKRA	1547	Aukra	15	Møre og Romsdal
6481	AUKRA	1547	Aukra	15	Møre og Romsdal
6483	ONA	1546	Sandøy	15	Møre og Romsdal
6484	SANDØY	1546	Sandøy	15	Møre og Romsdal
6486	ORTEN	1546	Sandøy	15	Møre og Romsdal
6487	HARØY	1546	Sandøy	15	Møre og Romsdal
6488	MYKLEBOST	1546	Sandøy	15	Møre og Romsdal
6490	EIDE	1551	Eide	15	Møre og Romsdal
6493	LYNGSTAD	1551	Eide	15	Møre og Romsdal
6494	VEVANG	1551	Eide	15	Møre og Romsdal
6499	EIDE	1551	Eide	15	Møre og Romsdal
6501	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6502	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6503	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6504	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6506	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6507	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6508	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6509	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6510	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6511	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6512	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6514	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6515	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6516	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6517	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6518	KRISTIANSUND N	1505	Kristiansund	15	Møre og Romsdal
6520	FREI	1505	Kristiansund	15	Møre og Romsdal
6521	FREI	1505	Kristiansund	15	Møre og Romsdal
6522	FREI	1505	Kristiansund	15	Møre og Romsdal
6523	FREI	1505	Kristiansund	15	Møre og Romsdal
6524	FREI	1505	Kristiansund	15	Møre og Romsdal
6525	FREI	1505	Kristiansund	15	Møre og Romsdal
6529	FREI	1505	Kristiansund	15	Møre og Romsdal
6530	AVERØY	1554	Averøy	15	Møre og Romsdal
6538	AVERØY	1554	Averøy	15	Møre og Romsdal
6539	AVERØY	1554	Averøy	15	Møre og Romsdal
6570	SMØLA	1573	Smøla	15	Møre og Romsdal
6571	SMØLA	1573	Smøla	15	Møre og Romsdal
6590	TUSTNA	1576	Aure	15	Møre og Romsdal
6600	SUNNDALSØRA	1563	Sunndal	15	Møre og Romsdal
6601	SUNNDALSØRA	1563	Sunndal	15	Møre og Romsdal
6610	ØKSENDAL	1563	Sunndal	15	Møre og Romsdal
6611	FURUGRENDA	1563	Sunndal	15	Møre og Romsdal
6612	GRØA	1563	Sunndal	15	Møre og Romsdal
6613	GJØRA	1563	Sunndal	15	Møre og Romsdal
6620	ÅLVUNDEID	1563	Sunndal	15	Møre og Romsdal
6622	ÅLVUNDFJORD	1563	Sunndal	15	Møre og Romsdal
6628	MEISINGSET	1560	Tingvoll	15	Møre og Romsdal
6629	TORJULVÅGEN	1560	Tingvoll	15	Møre og Romsdal
6630	TINGVOLL	1560	Tingvoll	15	Møre og Romsdal
6631	BATNFJORDSØRA	1557	Gjemnes	15	Møre og Romsdal
6633	GJEMNES	1557	Gjemnes	15	Møre og Romsdal
6636	ANGVIK	1557	Gjemnes	15	Møre og Romsdal
6637	FLEMMA	1557	Gjemnes	15	Møre og Romsdal
6638	OSMARKA	1557	Gjemnes	15	Møre og Romsdal
6639	TORVIKBUKT	1557	Gjemnes	15	Møre og Romsdal
6640	KVANNE	1566	Surnadal	15	Møre og Romsdal
6642	STANGVIK	1566	Surnadal	15	Møre og Romsdal
6643	BØFJORDEN	1566	Surnadal	15	Møre og Romsdal
6644	BÆVERFJORD	1566	Surnadal	15	Møre og Romsdal
6645	TODALEN	1566	Surnadal	15	Møre og Romsdal
6650	SURNADAL	1566	Surnadal	15	Møre og Romsdal
6652	SURNA	1566	Surnadal	15	Møre og Romsdal
6653	ØVRE SURNADAL	1566	Surnadal	15	Møre og Romsdal
6655	VINDØLA	1566	Surnadal	15	Møre og Romsdal
6656	SURNADAL	1566	Surnadal	15	Møre og Romsdal
6657	RINDAL	1567	Rindal	15	Møre og Romsdal
6658	RINDALSSKOGEN	1567	Rindal	15	Møre og Romsdal
6659	RINDAL	1567	Rindal	15	Møre og Romsdal
6670	ØYDEGARD	1560	Tingvoll	15	Møre og Romsdal
6674	KVISVIK	1560	Tingvoll	15	Møre og Romsdal
6680	HALSANAUSTAN	1571	Halsa	15	Møre og Romsdal
6683	VÅGLAND	1571	Halsa	15	Møre og Romsdal
6686	VALSØYBOTN	1571	Halsa	15	Møre og Romsdal
6687	VALSØYFJORD	1571	Halsa	15	Møre og Romsdal
6688	VÅGLAND	1571	Halsa	15	Møre og Romsdal
6689	AURE	1576	Aure	15	Møre og Romsdal
6690	AURE	1576	Aure	15	Møre og Romsdal
6693	MJOSUNDET	1576	Aure	15	Møre og Romsdal
6694	FOLDFJORDEN	1576	Aure	15	Møre og Romsdal
6697	VIHALS	1576	Aure	15	Møre og Romsdal
6698	LESUND	1576	Aure	15	Møre og Romsdal
6699	KJØRSVIKBUGEN	1576	Aure	15	Møre og Romsdal
6700	MÅLØY	1439	Vågsøy	14	Sogn og Fjordane
6701	MÅLØY	1439	Vågsøy	14	Sogn og Fjordane
6702	MÅLØY	1439	Vågsøy	14	Sogn og Fjordane
6703	MÅLØY	1439	Vågsøy	14	Sogn og Fjordane
6704	DEKNEPOLLEN	1439	Vågsøy	14	Sogn og Fjordane
6706	MÅLØY	1439	Vågsøy	14	Sogn og Fjordane
6707	RAUDEBERG	1439	Vågsøy	14	Sogn og Fjordane
6708	BRYGGJA	1439	Vågsøy	14	Sogn og Fjordane
6710	RAUDEBERG	1439	Vågsøy	14	Sogn og Fjordane
6711	BRYGGJA	1439	Vågsøy	14	Sogn og Fjordane
6713	ALMENNINGEN	1439	Vågsøy	14	Sogn og Fjordane
6714	SILDA	1439	Vågsøy	14	Sogn og Fjordane
6715	BARMEN	1441	Selje	14	Sogn og Fjordane
6716	HUSEVÅG	1439	Vågsøy	14	Sogn og Fjordane
6717	FLATRAKET	1441	Selje	14	Sogn og Fjordane
6718	DEKNEPOLLEN	1439	Vågsøy	14	Sogn og Fjordane
6719	SKATESTRAUMEN	1438	Bremanger	14	Sogn og Fjordane
6721	SVELGEN	1438	Bremanger	14	Sogn og Fjordane
6723	SVELGEN	1438	Bremanger	14	Sogn og Fjordane
6726	BREMANGER	1438	Bremanger	14	Sogn og Fjordane
6727	BREMANGER	1438	Bremanger	14	Sogn og Fjordane
6728	KALVÅG	1438	Bremanger	14	Sogn og Fjordane
6729	KALVÅG	1438	Bremanger	14	Sogn og Fjordane
6730	DAVIK	1438	Bremanger	14	Sogn og Fjordane
6731	DAVIK	1438	Bremanger	14	Sogn og Fjordane
6734	RUGSUND	1438	Bremanger	14	Sogn og Fjordane
6737	ÅLFOTEN	1438	Bremanger	14	Sogn og Fjordane
6740	SELJE	1441	Selje	14	Sogn og Fjordane
6741	SELJE	1441	Selje	14	Sogn og Fjordane
6750	STADLANDET	1441	Selje	14	Sogn og Fjordane
6751	STADLANDET	1441	Selje	14	Sogn og Fjordane
6761	HORNINDAL	1444	Hornindal	14	Sogn og Fjordane
6763	HORNINDAL	1444	Hornindal	14	Sogn og Fjordane
6770	NORDFJORDEID	1443	Eid	14	Sogn og Fjordane
6771	NORDFJORDEID	1443	Eid	14	Sogn og Fjordane
6772	NORDFJORDEID	1443	Eid	14	Sogn og Fjordane
6776	KJØLSDALEN	1443	Eid	14	Sogn og Fjordane
6777	STÅRHEIM	1443	Eid	14	Sogn og Fjordane
6778	LOTE	1443	Eid	14	Sogn og Fjordane
6779	HOLMØYANE	1443	Eid	14	Sogn og Fjordane
6781	STRYN	1449	Stryn	14	Sogn og Fjordane
6782	STRYN	1449	Stryn	14	Sogn og Fjordane
6783	STRYN	1449	Stryn	14	Sogn og Fjordane
6784	OLDEN	1449	Stryn	14	Sogn og Fjordane
6788	OLDEN	1449	Stryn	14	Sogn og Fjordane
6789	LOEN	1449	Stryn	14	Sogn og Fjordane
6791	OLDEDALEN	1449	Stryn	14	Sogn og Fjordane
6792	BRIKSDALSBRE	1449	Stryn	14	Sogn og Fjordane
6793	INNVIK	1449	Stryn	14	Sogn og Fjordane
6795	BLAKSÆTER	1449	Stryn	14	Sogn og Fjordane
6796	HOPLAND	1449	Stryn	14	Sogn og Fjordane
6797	UTVIK	1449	Stryn	14	Sogn og Fjordane
6798	HJELLEDALEN	1449	Stryn	14	Sogn og Fjordane
6799	OPPSTRYN	1449	Stryn	14	Sogn og Fjordane
6800	FØRDE	1432	Førde	14	Sogn og Fjordane
6801	FØRDE	1432	Førde	14	Sogn og Fjordane
6802	FØRDE	1432	Førde	14	Sogn og Fjordane
6803	FØRDE	1432	Førde	14	Sogn og Fjordane
6804	FØRDE	1432	Førde	14	Sogn og Fjordane
6805	FØRDE	1432	Førde	14	Sogn og Fjordane
